county,assembly_district,precinct,party,office,district,candidate,votes
Bronx,77,15,Democratic,President,,Deval Patrick,0
Bronx,77,16,Democratic,President,,Public Counter,124
Bronx,77,16,Democratic,President,,Manually Counted Emergency,0
Bronx,77,16,Democratic,President,,Absentee / Military,40
Bronx,77,16,Democratic,President,,Federal,1
Bronx,77,16,Democratic,President,,Affidavit,2
Bronx,77,16,Democratic,President,,Pete Buttigieg,1
Bronx,77,16,Democratic,President,,Amy Klobuchar,2
Bronx,77,16,Democratic,President,,Joseph R. Biden,114
Bronx,77,16,Democratic,President,,Tulsi Gabbard,0
Bronx,77,16,Democratic,President,,Bernie Sanders,31
Bronx,77,16,Democratic,President,,Michael R. Bloomberg,5
Bronx,77,16,Democratic,President,,Tom Steyer,0
Bronx,77,16,Democratic,President,,Michael Bennet,0
Bronx,77,16,Democratic,President,,Elizabeth Warren,7
Bronx,77,16,Democratic,President,,Andrew Yang,2
Bronx,77,16,Democratic,President,,Deval Patrick,0
Bronx,77,17,Democratic,President,,Public Counter,94
Bronx,77,17,Democratic,President,,Manually Counted Emergency,0
Bronx,77,17,Democratic,President,,Absentee / Military,19
Bronx,77,17,Democratic,President,,Federal,0
Bronx,77,17,Democratic,President,,Affidavit,7
Bronx,77,17,Democratic,President,,Pete Buttigieg,0
Bronx,77,17,Democratic,President,,Amy Klobuchar,2
Bronx,77,17,Democratic,President,,Joseph R. Biden,81
Bronx,77,17,Democratic,President,,Tulsi Gabbard,0
Bronx,77,17,Democratic,President,,Bernie Sanders,22
Bronx,77,17,Democratic,President,,Michael R. Bloomberg,6
Bronx,77,17,Democratic,President,,Tom Steyer,0
Bronx,77,17,Democratic,President,,Michael Bennet,0
Bronx,77,17,Democratic,President,,Elizabeth Warren,3
Bronx,77,17,Democratic,President,,Andrew Yang,2
Bronx,77,17,Democratic,President,,Deval Patrick,0
Bronx,77,18,Democratic,President,,Public Counter,101
Bronx,77,18,Democratic,President,,Manually Counted Emergency,0
Bronx,77,18,Democratic,President,,Absentee / Military,59
Bronx,77,18,Democratic,President,,Federal,0
Bronx,77,18,Democratic,President,,Affidavit,1
Bronx,77,18,Democratic,President,,Pete Buttigieg,0
Bronx,77,18,Democratic,President,,Amy Klobuchar,1
Bronx,77,18,Democratic,President,,Joseph R. Biden,101
Bronx,77,18,Democratic,President,,Tulsi Gabbard,1
Bronx,77,18,Democratic,President,,Bernie Sanders,40
Bronx,77,18,Democratic,President,,Michael R. Bloomberg,6
Bronx,77,18,Democratic,President,,Tom Steyer,0
Bronx,77,18,Democratic,President,,Michael Bennet,1
Bronx,77,18,Democratic,President,,Elizabeth Warren,5
Bronx,77,18,Democratic,President,,Andrew Yang,1
Bronx,77,18,Democratic,President,,Deval Patrick,0
Bronx,77,19,Democratic,President,,Public Counter,98
Bronx,77,19,Democratic,President,,Manually Counted Emergency,0
Bronx,77,19,Democratic,President,,Absentee / Military,48
Bronx,77,19,Democratic,President,,Federal,0
Bronx,77,19,Democratic,President,,Affidavit,1
Bronx,77,19,Democratic,President,,Pete Buttigieg,1
Bronx,77,19,Democratic,President,,Amy Klobuchar,0
Bronx,77,19,Democratic,President,,Joseph R. Biden,99
Bronx,77,19,Democratic,President,,Tulsi Gabbard,0
Bronx,77,19,Democratic,President,,Bernie Sanders,33
Bronx,77,19,Democratic,President,,Michael R. Bloomberg,4
Bronx,77,19,Democratic,President,,Tom Steyer,0
Bronx,77,19,Democratic,President,,Michael Bennet,0
Bronx,77,19,Democratic,President,,Elizabeth Warren,6
Bronx,77,19,Democratic,President,,Andrew Yang,0
Bronx,77,19,Democratic,President,,Deval Patrick,0
Bronx,77,20,Democratic,President,,Public Counter,91
Bronx,77,20,Democratic,President,,Manually Counted Emergency,0
Bronx,77,20,Democratic,President,,Absentee / Military,43
Bronx,77,20,Democratic,President,,Federal,0
Bronx,77,20,Democratic,President,,Affidavit,0
Bronx,77,20,Democratic,President,,Pete Buttigieg,2
Bronx,77,20,Democratic,President,,Amy Klobuchar,1
Bronx,77,20,Democratic,President,,Joseph R. Biden,82
Bronx,77,20,Democratic,President,,Tulsi Gabbard,0
Bronx,77,20,Democratic,President,,Bernie Sanders,25
Bronx,77,20,Democratic,President,,Michael R. Bloomberg,11
Bronx,77,20,Democratic,President,,Tom Steyer,0
Bronx,77,20,Democratic,President,,Michael Bennet,1
Bronx,77,20,Democratic,President,,Elizabeth Warren,8
Bronx,77,20,Democratic,President,,Andrew Yang,0
Bronx,77,20,Democratic,President,,Deval Patrick,0
Bronx,77,21,Democratic,President,,Public Counter,94
Bronx,77,21,Democratic,President,,Manually Counted Emergency,0
Bronx,77,21,Democratic,President,,Absentee / Military,58
Bronx,77,21,Democratic,President,,Federal,0
Bronx,77,21,Democratic,President,,Affidavit,3
Bronx,77,21,Democratic,President,,Pete Buttigieg,1
Bronx,77,21,Democratic,President,,Amy Klobuchar,0
Bronx,77,21,Democratic,President,,Joseph R. Biden,96
Bronx,77,21,Democratic,President,,Tulsi Gabbard,1
Bronx,77,21,Democratic,President,,Bernie Sanders,40
Bronx,77,21,Democratic,President,,Michael R. Bloomberg,9
Bronx,77,21,Democratic,President,,Tom Steyer,0
Bronx,77,21,Democratic,President,,Michael Bennet,2
Bronx,77,21,Democratic,President,,Elizabeth Warren,2
Bronx,77,21,Democratic,President,,Andrew Yang,2
Bronx,77,21,Democratic,President,,Deval Patrick,0
Bronx,77,22,Democratic,President,,Public Counter,137
Bronx,77,22,Democratic,President,,Manually Counted Emergency,0
Bronx,77,22,Democratic,President,,Absentee / Military,50
Bronx,77,22,Democratic,President,,Federal,0
Bronx,77,22,Democratic,President,,Affidavit,0
Bronx,77,22,Democratic,President,,Pete Buttigieg,1
Bronx,77,22,Democratic,President,,Amy Klobuchar,4
Bronx,77,22,Democratic,President,,Joseph R. Biden,111
Bronx,77,22,Democratic,President,,Tulsi Gabbard,2
Bronx,77,22,Democratic,President,,Bernie Sanders,40
Bronx,77,22,Democratic,President,,Michael R. Bloomberg,17
Bronx,77,22,Democratic,President,,Tom Steyer,0
Bronx,77,22,Democratic,President,,Michael Bennet,2
Bronx,77,22,Democratic,President,,Elizabeth Warren,4
Bronx,77,22,Democratic,President,,Andrew Yang,2
Bronx,77,22,Democratic,President,,Deval Patrick,0
Bronx,77,23,Democratic,President,,Public Counter,135
Bronx,77,23,Democratic,President,,Manually Counted Emergency,0
Bronx,77,23,Democratic,President,,Absentee / Military,31
Bronx,77,23,Democratic,President,,Federal,0
Bronx,77,23,Democratic,President,,Affidavit,2
Bronx,77,23,Democratic,President,,Pete Buttigieg,0
Bronx,77,23,Democratic,President,,Amy Klobuchar,0
Bronx,77,23,Democratic,President,,Joseph R. Biden,134
Bronx,77,23,Democratic,President,,Tulsi Gabbard,1
Bronx,77,23,Democratic,President,,Bernie Sanders,17
Bronx,77,23,Democratic,President,,Michael R. Bloomberg,10
Bronx,77,23,Democratic,President,,Tom Steyer,0
Bronx,77,23,Democratic,President,,Michael Bennet,2
Bronx,77,23,Democratic,President,,Elizabeth Warren,1
Bronx,77,23,Democratic,President,,Andrew Yang,0
Bronx,77,23,Democratic,President,,Deval Patrick,0
Bronx,77,24,Democratic,President,,Public Counter,123
Bronx,77,24,Democratic,President,,Manually Counted Emergency,0
Bronx,77,24,Democratic,President,,Absentee / Military,16
Bronx,77,24,Democratic,President,,Federal,0
Bronx,77,24,Democratic,President,,Affidavit,0
Bronx,77,24,Democratic,President,,Pete Buttigieg,0
Bronx,77,24,Democratic,President,,Amy Klobuchar,1
Bronx,77,24,Democratic,President,,Joseph R. Biden,94
Bronx,77,24,Democratic,President,,Tulsi Gabbard,0
Bronx,77,24,Democratic,President,,Bernie Sanders,19
Bronx,77,24,Democratic,President,,Michael R. Bloomberg,14
Bronx,77,24,Democratic,President,,Tom Steyer,0
Bronx,77,24,Democratic,President,,Michael Bennet,0
Bronx,77,24,Democratic,President,,Elizabeth Warren,7
Bronx,77,24,Democratic,President,,Andrew Yang,2
Bronx,77,24,Democratic,President,,Deval Patrick,0
Bronx,77,25,Democratic,President,,Public Counter,115
Bronx,77,25,Democratic,President,,Manually Counted Emergency,0
Bronx,77,25,Democratic,President,,Absentee / Military,40
Bronx,77,25,Democratic,President,,Federal,0
Bronx,77,25,Democratic,President,,Affidavit,2
Bronx,77,25,Democratic,President,,Pete Buttigieg,1
Bronx,77,25,Democratic,President,,Amy Klobuchar,0
Bronx,77,25,Democratic,President,,Joseph R. Biden,108
Bronx,77,25,Democratic,President,,Tulsi Gabbard,0
Bronx,77,25,Democratic,President,,Bernie Sanders,27
Bronx,77,25,Democratic,President,,Michael R. Bloomberg,10
Bronx,77,25,Democratic,President,,Tom Steyer,0
Bronx,77,25,Democratic,President,,Michael Bennet,0
Bronx,77,25,Democratic,President,,Elizabeth Warren,4
Bronx,77,25,Democratic,President,,Andrew Yang,0
Bronx,77,25,Democratic,President,,Deval Patrick,1
Bronx,77,26,Democratic,President,,Public Counter,79
Bronx,77,26,Democratic,President,,Manually Counted Emergency,0
Bronx,77,26,Democratic,President,,Absentee / Military,22
Bronx,77,26,Democratic,President,,Federal,0
Bronx,77,26,Democratic,President,,Affidavit,2
Bronx,77,26,Democratic,President,,Pete Buttigieg,1
Bronx,77,26,Democratic,President,,Amy Klobuchar,0
Bronx,77,26,Democratic,President,,Joseph R. Biden,80
Bronx,77,26,Democratic,President,,Tulsi Gabbard,1
Bronx,77,26,Democratic,President,,Bernie Sanders,11
Bronx,77,26,Democratic,President,,Michael R. Bloomberg,7
Bronx,77,26,Democratic,President,,Tom Steyer,0
Bronx,77,26,Democratic,President,,Michael Bennet,0
Bronx,77,26,Democratic,President,,Elizabeth Warren,0
Bronx,77,26,Democratic,President,,Andrew Yang,2
Bronx,77,26,Democratic,President,,Deval Patrick,0
Bronx,77,27,Democratic,President,,Public Counter,166
Bronx,77,27,Democratic,President,,Manually Counted Emergency,0
Bronx,77,27,Democratic,President,,Absentee / Military,16
Bronx,77,27,Democratic,President,,Federal,0
Bronx,77,27,Democratic,President,,Affidavit,1
Bronx,77,27,Democratic,President,,Pete Buttigieg,1
Bronx,77,27,Democratic,President,,Amy Klobuchar,3
Bronx,77,27,Democratic,President,,Joseph R. Biden,115
Bronx,77,27,Democratic,President,,Tulsi Gabbard,0
Bronx,77,27,Democratic,President,,Bernie Sanders,40
Bronx,77,27,Democratic,President,,Michael R. Bloomberg,11
Bronx,77,27,Democratic,President,,Tom Steyer,0
Bronx,77,27,Democratic,President,,Michael Bennet,1
Bronx,77,27,Democratic,President,,Elizabeth Warren,4
Bronx,77,27,Democratic,President,,Andrew Yang,0
Bronx,77,27,Democratic,President,,Deval Patrick,0
Bronx,77,28,Democratic,President,,Public Counter,158
Bronx,77,28,Democratic,President,,Manually Counted Emergency,0
Bronx,77,28,Democratic,President,,Absentee / Military,24
Bronx,77,28,Democratic,President,,Federal,0
Bronx,77,28,Democratic,President,,Affidavit,1
Bronx,77,28,Democratic,President,,Pete Buttigieg,4
Bronx,77,28,Democratic,President,,Amy Klobuchar,0
Bronx,77,28,Democratic,President,,Joseph R. Biden,106
Bronx,77,28,Democratic,President,,Tulsi Gabbard,2
Bronx,77,28,Democratic,President,,Bernie Sanders,36
Bronx,77,28,Democratic,President,,Michael R. Bloomberg,16
Bronx,77,28,Democratic,President,,Tom Steyer,1
Bronx,77,28,Democratic,President,,Michael Bennet,1
Bronx,77,28,Democratic,President,,Elizabeth Warren,2
Bronx,77,28,Democratic,President,,Andrew Yang,3
Bronx,77,28,Democratic,President,,Deval Patrick,1
Bronx,77,29,Democratic,President,,Public Counter,34
Bronx,77,29,Democratic,President,,Manually Counted Emergency,0
Bronx,77,29,Democratic,President,,Absentee / Military,20
Bronx,77,29,Democratic,President,,Federal,0
Bronx,77,29,Democratic,President,,Affidavit,1
Bronx,77,29,Democratic,President,,Pete Buttigieg,0
Bronx,77,29,Democratic,President,,Amy Klobuchar,0
Bronx,77,29,Democratic,President,,Joseph R. Biden,45
Bronx,77,29,Democratic,President,,Tulsi Gabbard,1
Bronx,77,29,Democratic,President,,Bernie Sanders,6
Bronx,77,29,Democratic,President,,Michael R. Bloomberg,1
Bronx,77,29,Democratic,President,,Tom Steyer,0
Bronx,77,29,Democratic,President,,Michael Bennet,0
Bronx,77,29,Democratic,President,,Elizabeth Warren,1
Bronx,77,29,Democratic,President,,Andrew Yang,0
Bronx,77,29,Democratic,President,,Deval Patrick,0
Bronx,77,30,Democratic,President,,Public Counter,63
Bronx,77,30,Democratic,President,,Manually Counted Emergency,0
Bronx,77,30,Democratic,President,,Absentee / Military,28
Bronx,77,30,Democratic,President,,Federal,0
Bronx,77,30,Democratic,President,,Affidavit,1
Bronx,77,30,Democratic,President,,Pete Buttigieg,1
Bronx,77,30,Democratic,President,,Amy Klobuchar,1
Bronx,77,30,Democratic,President,,Joseph R. Biden,77
Bronx,77,30,Democratic,President,,Tulsi Gabbard,0
Bronx,77,30,Democratic,President,,Bernie Sanders,10
Bronx,77,30,Democratic,President,,Michael R. Bloomberg,1
Bronx,77,30,Democratic,President,,Tom Steyer,0
Bronx,77,30,Democratic,President,,Michael Bennet,1
Bronx,77,30,Democratic,President,,Elizabeth Warren,0
Bronx,77,30,Democratic,President,,Andrew Yang,0
Bronx,77,30,Democratic,President,,Deval Patrick,0
Bronx,77,31,Democratic,President,,Public Counter,0
Bronx,77,31,Democratic,President,,Manually Counted Emergency,0
Bronx,77,31,Democratic,President,,Absentee / Military,0
Bronx,77,31,Democratic,President,,Federal,0
Bronx,77,31,Democratic,President,,Affidavit,0
Bronx,77,32,Democratic,President,,Public Counter,112
Bronx,77,32,Democratic,President,,Manually Counted Emergency,0
Bronx,77,32,Democratic,President,,Absentee / Military,58
Bronx,77,32,Democratic,President,,Federal,0
Bronx,77,32,Democratic,President,,Affidavit,2
Bronx,77,32,Democratic,President,,Pete Buttigieg,0
Bronx,77,32,Democratic,President,,Amy Klobuchar,0
Bronx,77,32,Democratic,President,,Joseph R. Biden,109
Bronx,77,32,Democratic,President,,Tulsi Gabbard,1
Bronx,77,32,Democratic,President,,Bernie Sanders,45
Bronx,77,32,Democratic,President,,Michael R. Bloomberg,8
Bronx,77,32,Democratic,President,,Tom Steyer,0
Bronx,77,32,Democratic,President,,Michael Bennet,0
Bronx,77,32,Democratic,President,,Elizabeth Warren,3
Bronx,77,32,Democratic,President,,Andrew Yang,1
Bronx,77,32,Democratic,President,,Deval Patrick,1
Bronx,77,33,Democratic,President,,Public Counter,96
Bronx,77,33,Democratic,President,,Manually Counted Emergency,0
Bronx,77,33,Democratic,President,,Absentee / Military,38
