county,precinct,office,district,candidate,party,votes,absentee
Cattaraugus,City of Olean - Ward 3,President,,Joseph R. Biden,DEM,111,42
Cattaraugus,City of Olean - Ward 4,President,,Joseph R. Biden,DEM,85,84
Cattaraugus,City of Olean - Ward 5,President,,Joseph R. Biden,DEM,122,27
Cattaraugus,City of Olean - Ward 6,President,,Joseph R. Biden,DEM,122,28
Cattaraugus,City of Olean - Ward 7,President,,Joseph R. Biden,DEM,107,61
Cattaraugus,City of Salamanca - Ward 1,President,,Joseph R. Biden,DEM,67,44
Cattaraugus,City of Salamanca - Ward 2,President,,Joseph R. Biden,DEM,193,33
Cattaraugus,City of Salamanca - Ward 3,President,,Joseph R. Biden,DEM,92,27
Cattaraugus,City of Salamanca - Ward 4,President,,Joseph R. Biden,DEM,145,50
Cattaraugus,City of Salamanca - Ward 5,President,,Joseph R. Biden,DEM,95,45
Cattaraugus,Coldspring,President,,Joseph R. Biden,DEM,60,10
Cattaraugus,Conewango,President,,Joseph R. Biden,DEM,70,33
Cattaraugus,Dayton,President,,Joseph R. Biden,DEM,87,9
Cattaraugus,Early Voting - Little Valley 1,President,,Joseph R. Biden,DEM,579,
Cattaraugus,Early Voting - Little Valley 2,President,,Joseph R. Biden,DEM,479,
Cattaraugus,Early Voting - Olean 1,President,,Joseph R. Biden,DEM,1340,
Cattaraugus,Early Voting - Olean 2,President,,Joseph R. Biden,DEM,720,
Cattaraugus,East Otto,President,,Joseph R. Biden,DEM,71,41
Cattaraugus,Ellicottville,President,,Joseph R. Biden,DEM,184,13
Cattaraugus,Farmersville,President,,Joseph R. Biden,DEM,62,41
Cattaraugus,Franklinville District 1,President,,Joseph R. Biden,DEM,95,62
Cattaraugus,Franklinville District 2,President,,Joseph R. Biden,DEM,95,44
Cattaraugus,Freedom,President,,Joseph R. Biden,DEM,156,17
Cattaraugus,Great Valley 1,President,,Joseph R. Biden,DEM,102,24
Cattaraugus,Great Valley 2,President,,Joseph R. Biden,DEM,115,116
Cattaraugus,Hinsdale,President,,Joseph R. Biden,DEM,136,94
Cattaraugus,Humphrey,President,,Joseph R. Biden,DEM,62,76
Cattaraugus,Ischua,President,,Joseph R. Biden,DEM,62,86
Cattaraugus,Leon,President,,Joseph R. Biden,DEM,37,85
Cattaraugus,Little Valley,President,,Joseph R. Biden,DEM,74,85
Cattaraugus,Lyndon,President,,Joseph R. Biden,DEM,65,61
Cattaraugus,Machias,President,,Joseph R. Biden,DEM,139,99
Cattaraugus,Mansfield,President,,Joseph R. Biden,DEM,49,62
Cattaraugus,Napoli,President,,Joseph R. Biden,DEM,60,48
Cattaraugus,New Albion,President,,Joseph R. Biden,DEM,132,62
Cattaraugus,Otto,President,,Joseph R. Biden,DEM,64,44
Cattaraugus,Perrysburg,President,,Joseph R. Biden,DEM,194,31
Cattaraugus,Persia,President,,Joseph R. Biden,DEM,172,3
Cattaraugus,Portville 1,President,,Joseph R. Biden,DEM,137,6
Cattaraugus,Portville 2,President,,Joseph R. Biden,DEM,111,30
Cattaraugus,Randolph District 1,President,,Joseph R. Biden,DEM,75,62
Cattaraugus,Randolph District 2,President,,Joseph R. Biden,DEM,85,19
Cattaraugus,Red House,President,,Joseph R. Biden,DEM,4,39
Cattaraugus,South Valley,President,,Joseph R. Biden,DEM,50,60
Cattaraugus,Town of Olean 1,President,,Joseph R. Biden,DEM,50,21
Cattaraugus,Town of Olean 2,President,,Joseph R. Biden,DEM,67,73
Cattaraugus,Town of Salamanca,President,,Joseph R. Biden,DEM,99,30
Cattaraugus,Yorkshire 1,President,,Joseph R. Biden,DEM,152,38
Cattaraugus,Yorkshire 2,President,,Joseph R. Biden,DEM,130,72
Cattaraugus,Allegany District 1,President,,Donald R. Trump,REP,313,27
Cattaraugus,Allegany District 2,President,,Donald R. Trump,REP,121,21
Cattaraugus,Allegany District 3,President,,Donald R. Trump,REP,288,22
Cattaraugus,Allegany District 4,President,,Donald R. Trump,REP,365,31
Cattaraugus,Allegany District 5,President,,Donald R. Trump,REP,334,22
Cattaraugus,Ashford District 1,President,,Donald R. Trump,REP,192,16
Cattaraugus,Ashford District 2,President,,Donald R. Trump,REP,375,39
Cattaraugus,Carrollton,President,,Donald R. Trump,REP,381,14
Cattaraugus,City of Olean - Ward 1,President,,Donald R. Trump,REP,351,15
Cattaraugus,City of Olean - Ward 2,President,,Donald R. Trump,REP,337,17
Cattaraugus,City of Olean - Ward 3,President,,Donald R. Trump,REP,195,50
Cattaraugus,City of Olean - Ward 4,President,,Donald R. Trump,REP,140,43
Cattaraugus,City of Olean - Ward 5,President,,Donald R. Trump,REP,224,34
Cattaraugus,City of Olean - Ward 6,President,,Donald R. Trump,REP,222,33
Cattaraugus,City of Olean - Ward 7,President,,Donald R. Trump,REP,346,49
Cattaraugus,City of Salamanca - Ward 1,President,,Donald R. Trump,REP,126,38
Cattaraugus,City of Salamanca - Ward 2,President,,Donald R. Trump,REP,197,23
Cattaraugus,City of Salamanca - Ward 3,President,,Donald R. Trump,REP,118,12
Cattaraugus,City of Salamanca - Ward 4,President,,Donald R. Trump,REP,153,28
Cattaraugus,City of Salamanca - Ward 5,President,,Donald R. Trump,REP,183,46
Cattaraugus,Coldspring,President,,Donald R. Trump,REP,260,5
Cattaraugus,Conewango,President,,Donald R. Trump,REP,234,24
Cattaraugus,Dayton,President,,Donald R. Trump,REP,419,15
Cattaraugus,Early Voting - Little Valley 1,President,,Donald R. Trump,REP,485,
Cattaraugus,Early Voting - Little Valley 2,President,,Donald R. Trump,REP,522,
Cattaraugus,Early Voting - Olean 1,President,,Donald R. Trump,REP,988,
Cattaraugus,Early Voting - Olean 2,President,,Donald R. Trump,REP,559,
Cattaraugus,East Otto,President,,Donald R. Trump,REP,272,51
Cattaraugus,Ellicottville,President,,Donald R. Trump,REP,275,13
Cattaraugus,Farmersville,President,,Donald R. Trump,REP,344,20
Cattaraugus,Franklinville District 1,President,,Donald R. Trump,REP,394,83
Cattaraugus,Franklinville District 2,President,,Donald R. Trump,REP,307,39
Cattaraugus,Freedom,President,,Donald R. Trump,REP,704,34
Cattaraugus,Great Valley 1,President,,Donald R. Trump,REP,180,17
Cattaraugus,Great Valley 2,President,,Donald R. Trump,REP,359,60
Cattaraugus,Hinsdale,President,,Donald R. Trump,REP,507,43
Cattaraugus,Humphrey,President,,Donald R. Trump,REP,181,32
Cattaraugus,Ischua,President,,Donald R. Trump,REP,221,23
Cattaraugus,Leon,President,,Donald R. Trump,REP,205,45
Cattaraugus,Little Valley,President,,Donald R. Trump,REP,294,51
Cattaraugus,Lyndon,President,,Donald R. Trump,REP,202,45
Cattaraugus,Machias,President,,Donald R. Trump,REP,558,48
Cattaraugus,Mansfield,President,,Donald R. Trump,REP,194,42
Cattaraugus,Napoli,President,,Donald R. Trump,REP,292,45
Cattaraugus,New Albion,President,,Donald R. Trump,REP,434,28
Cattaraugus,Otto,President,,Donald R. Trump,REP,219,35
Cattaraugus,Perrysburg,President,,Donald R. Trump,REP,440,32
Cattaraugus,Persia,President,,Donald R. Trump,REP,462,2
Cattaraugus,Portville 1,President,,Donald R. Trump,REP,453,5
Cattaraugus,Portville 2,President,,Donald R. Trump,REP,458,13
Cattaraugus,Randolph District 1,President,,Donald R. Trump,REP,304,44
Cattaraugus,Randolph District 2,President,,Donald R. Trump,REP,371,10
Cattaraugus,Red House,President,,Donald R. Trump,REP,14,20
Cattaraugus,South Valley,President,,Donald R. Trump,REP,68,44
Cattaraugus,Town of Olean 1,President,,Donald R. Trump,REP,175,17
Cattaraugus,Town of Olean 2,President,,Donald R. Trump,REP,287,37
Cattaraugus,Town of Salamanca,President,,Donald R. Trump,REP,148,6
Cattaraugus,Yorkshire 1,President,,Donald R. Trump,REP,422,43
Cattaraugus,Yorkshire 2,President,,Donald R. Trump,REP,431,37
Cattaraugus,Allegany District 1,President,,Donald R. Trump,CON,22,9
Cattaraugus,Allegany District 2,President,,Donald R. Trump,CON,6,3
Cattaraugus,Allegany District 3,President,,Donald R. Trump,CON,24,4
Cattaraugus,Allegany District 4,President,,Donald R. Trump,CON,32,2
Cattaraugus,Allegany District 5,President,,Donald R. Trump,CON,21,2
Cattaraugus,Ashford District 1,President,,Donald R. Trump,CON,22,2
Cattaraugus,Ashford District 2,President,,Donald R. Trump,CON,40,4
Cattaraugus,Carrollton,President,,Donald R. Trump,CON,19,1
Cattaraugus,City of Olean - Ward 1,President,,Donald R. Trump,CON,19,5
Cattaraugus,City of Olean - Ward 2,President,,Donald R. Trump,CON,29,1
Cattaraugus,City of Olean - Ward 3,President,,Donald R. Trump,CON,14,5
Cattaraugus,City of Olean - Ward 4,President,,Donald R. Trump,CON,17,5
Cattaraugus,City of Olean - Ward 5,President,,Donald R. Trump,CON,19,1
Cattaraugus,City of Olean - Ward 6,President,,Donald R. Trump,CON,21,2
Cattaraugus,City of Olean - Ward 7,President,,Donald R. Trump,CON,33,8
Cattaraugus,City of Salamanca - Ward 1,President,,Donald R. Trump,CON,9,2
Cattaraugus,City of Salamanca - Ward 2,President,,Donald R. Trump,CON,28,2
Cattaraugus,City of Salamanca - Ward 3,President,,Donald R. Trump,CON,9,0
Cattaraugus,City of Salamanca - Ward 4,President,,Donald R. Trump,CON,18,3
Cattaraugus,City of Salamanca - Ward 5,President,,Donald R. Trump,CON,11,4
Cattaraugus,Coldspring,President,,Donald R. Trump,CON,24,2
Cattaraugus,Conewango,President,,Donald R. Trump,CON,20,2
Cattaraugus,Dayton,President,,Donald R. Trump,CON,40,0
Cattaraugus,Early Voting - Little Valley 1,President,,Donald R. Trump,CON,48,
Cattaraugus,Early Voting - Little Valley 2,President,,Donald R. Trump,CON,58,
Cattaraugus,Early Voting - Olean 1,President,,Donald R. Trump,CON,74,
Cattaraugus,Early Voting - Olean 2,President,,Donald R. Trump,CON,37,
Cattaraugus,East Otto,President,,Donald R. Trump,CON,40,2
Cattaraugus,Ellicottville,President,,Donald R. Trump,CON,21,2
Cattaraugus,Farmersville,President,,Donald R. Trump,CON,28,0
Cattaraugus,Franklinville District 1,President,,Donald R. Trump,CON,38,5
Cattaraugus,Franklinville District 2,President,,Donald R. Trump,CON,17,7
Cattaraugus,Freedom,President,,Donald R. Trump,CON,62,4
Cattaraugus,Great Valley 1,President,,Donald R. Trump,CON,26,0
Cattaraugus,Great Valley 2,President,,Donald R. Trump,CON,30,9
Cattaraugus,Hinsdale,President,,Donald R. Trump,CON,54,1
Cattaraugus,Humphrey,President,,Donald R. Trump,CON,20,4
Cattaraugus,Ischua,President,,Donald R. Trump,CON,16,4
Cattaraugus,Leon,President,,Donald R. Trump,CON,26,4
Cattaraugus,Little Valley,President,,Donald R. Trump,CON,21,5
Cattaraugus,Lyndon,President,,Donald R. Trump,CON,13,4
Cattaraugus,Machias,President,,Donald R. Trump,CON,54,6
Cattaraugus,Mansfield,President,,Donald R. Trump,CON,12,3
Cattaraugus,Napoli,President,,Donald R. Trump,CON,33,4
Cattaraugus,New Albion,President,,Donald R. Trump,CON,50,4
Cattaraugus,Otto,President,,Donald R. Trump,CON,23,4
Cattaraugus,Perrysburg,President,,Donald R. Trump,CON,50,3
Cattaraugus,Persia,President,,Donald R. Trump,CON,58,0
Cattaraugus,Portville 1,President,,Donald R. Trump,CON,32,0
Cattaraugus,Portville 2,President,,Donald R. Trump,CON,46,1
Cattaraugus,Randolph District 1,President,,Donald R. Trump,CON,35,3
Cattaraugus,Randolph District 2,President,,Donald R. Trump,CON,19,1
Cattaraugus,Red House,President,,Donald R. Trump,CON,2,1
Cattaraugus,South Valley,President,,Donald R. Trump,CON,8,3
Cattaraugus,Town of Olean 1,President,,Donald R. Trump,CON,15,0
Cattaraugus,Town of Olean 2,President,,Donald R. Trump,CON,9,5
Cattaraugus,Town of Salamanca,President,,Donald R. Trump,CON,18,1
Cattaraugus,Yorkshire 1,President,,Donald R. Trump,CON,50,5
Cattaraugus,Yorkshire 2,President,,Donald R. Trump,CON,58,2
Cattaraugus,Allegany District 1,President,,Joseph R. Biden,WOR,6,4
Cattaraugus,Allegany District 2,President,,Joseph R. Biden,WOR,5,2
Cattaraugus,Allegany District 3,President,,Joseph R. Biden,WOR,4,4
Cattaraugus,Allegany District 4,President,,Joseph R. Biden,WOR,7,4
Cattaraugus,Allegany District 5,President,,Joseph R. Biden,WOR,10,1
Cattaraugus,Ashford District 1,President,,Joseph R. Biden,WOR,4,2
Cattaraugus,Ashford District 2,President,,Joseph R. Biden,WOR,8,1
Cattaraugus,Carrollton,President,,Joseph R. Biden,WOR,8,1
Cattaraugus,City of Olean - Ward 1,President,,Joseph R. Biden,WOR,10,3
Cattaraugus,City of Olean - Ward 2,President,,Joseph R. Biden,WOR,9,1
Cattaraugus,City of Olean - Ward 3,President,,Joseph R. Biden,WOR,7,2
Cattaraugus,City of Olean - Ward 4,President,,Joseph R. Biden,WOR,6,4
Cattaraugus,City of Olean - Ward 5,President,,Joseph R. Biden,WOR,8,2
Cattaraugus,City of Olean - Ward 6,President,,Joseph R. Biden,WOR,10,2
Cattaraugus,City of Olean - Ward 7,President,,Joseph R. Biden,WOR,6,4
Cattaraugus,City of Salamanca - Ward 1,President,,Joseph R. Biden,WOR,2,2
Cattaraugus,City of Salamanca - Ward 2,President,,Joseph R. Biden,WOR,4,3
Cattaraugus,City of Salamanca - Ward 3,President,,Joseph R. Biden,WOR,4,0
Cattaraugus,City of Salamanca - Ward 4,President,,Joseph R. Biden,WOR,5,5
Cattaraugus,City of Salamanca - Ward 5,President,,Joseph R. Biden,WOR,7,2
Cattaraugus,Coldspring,President,,Joseph R. Biden,WOR,1,3
Cattaraugus,Conewango,President,,Joseph R. Biden,WOR,6,0
Cattaraugus,Dayton,President,,Joseph R. Biden,WOR,4,0
Cattaraugus,Early Voting - Little Valley 1,President,,Joseph R. Biden,WOR,37,
Cattaraugus,Early Voting - Little Valley 2,President,,Joseph R. Biden,WOR,25,
Cattaraugus,Early Voting - Olean 1,President,,Joseph R. Biden,WOR,63,
Cattaraugus,Early Voting - Olean 2,President,,Joseph R. Biden,WOR,35,
Cattaraugus,East Otto,President,,Joseph R. Biden,WOR,4,4
Cattaraugus,Ellicottville,President,,Joseph R. Biden,WOR,6,2
Cattaraugus,Farmersville,President,,Joseph R. Biden,WOR,2,1
Cattaraugus,Franklinville District 1,President,,Joseph R. Biden,WOR,8,1
Cattaraugus,Franklinville District 2,President,,Joseph R. Biden,WOR,6,0
Cattaraugus,Freedom,President,,Joseph R. Biden,WOR,4,3
Cattaraugus,Great Valley 1,President,,Joseph R. Biden,WOR,3,3
Cattaraugus,Great Valley 2,President,,Joseph R. Biden,WOR,6,7
Cattaraugus,Hinsdale,President,,Joseph R. Biden,WOR,6,0
Cattaraugus,Humphrey,President,,Joseph R. Biden,WOR,4,5
Cattaraugus,Ischua,President,,Joseph R. Biden,WOR,2,6
Cattaraugus,Leon,President,,Joseph R. Biden,WOR,4,4
Cattaraugus,Little Valley,President,,Joseph R. Biden,WOR,4,5
Cattaraugus,Lyndon,President,,Joseph R. Biden,WOR,4,1
Cattaraugus,Machias,President,,Joseph R. Biden,WOR,13,2
Cattaraugus,Mansfield,President,,Joseph R. Biden,WOR,1,2
Cattaraugus,Napoli,President,,Joseph R. Biden,WOR,2,0
Cattaraugus,New Albion,President,,Joseph R. Biden,WOR,10,2
Cattaraugus,Otto,President,,Joseph R. Biden,WOR,3,0
Cattaraugus,Perrysburg,President,,Joseph R. Biden,WOR,11,1
Cattaraugus,Persia,President,,Joseph R. Biden,WOR,9,0
Cattaraugus,Portville 1,President,,Joseph R. Biden,WOR,3,0
Cattaraugus,Portville 2,President,,Joseph R. Biden,WOR,2,0
Cattaraugus,Randolph District 1,President,,Joseph R. Biden,WOR,3,0
Cattaraugus,Randolph District 2,President,,Joseph R. Biden,WOR,4,1
Cattaraugus,Red House,President,,Joseph R. Biden,WOR,0,1
Cattaraugus,South Valley,President,,Joseph R. Biden,WOR,2,1
Cattaraugus,Town of Olean 1,President,,Joseph R. Biden,WOR,4,0
Cattaraugus,Town of Olean 2,President,,Joseph R. Biden,WOR,3,2
Cattaraugus,Town of Salamanca,President,,Joseph R. Biden,WOR,3,5
Cattaraugus,Yorkshire 1,President,,Joseph R. Biden,WOR,6,1
Cattaraugus,Yorkshire 2,President,,Joseph R. Biden,WOR,11,3
Cattaraugus,Allegany District 1,President,,Howie Hawkins,GRE,5,0
Cattaraugus,Allegany District 2,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Allegany District 3,President,,Howie Hawkins,GRE,1,1
Cattaraugus,Allegany District 4,President,,Howie Hawkins,GRE,2,0
Cattaraugus,Allegany District 5,President,,Howie Hawkins,GRE,3,0
Cattaraugus,Ashford District 1,President,,Howie Hawkins,GRE,0,1
Cattaraugus,Ashford District 2,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Carrollton,President,,Howie Hawkins,GRE,2,0
Cattaraugus,City of Olean - Ward 1,President,,Howie Hawkins,GRE,1,0
Cattaraugus,City of Olean - Ward 2,President,,Howie Hawkins,GRE,3,0
Cattaraugus,City of Olean - Ward 3,President,,Howie Hawkins,GRE,3,0
Cattaraugus,City of Olean - Ward 4,President,,Howie Hawkins,GRE,2,0
Cattaraugus,City of Olean - Ward 5,President,,Howie Hawkins,GRE,1,1
Cattaraugus,City of Olean - Ward 6,President,,Howie Hawkins,GRE,1,2
Cattaraugus,City of Olean - Ward 7,President,,Howie Hawkins,GRE,1,1
Cattaraugus,City of Salamanca - Ward 1,President,,Howie Hawkins,GRE,1,0
Cattaraugus,City of Salamanca - Ward 2,President,,Howie Hawkins,GRE,3,0
Cattaraugus,City of Salamanca - Ward 3,President,,Howie Hawkins,GRE,0,0
Cattaraugus,City of Salamanca - Ward 4,President,,Howie Hawkins,GRE,0,0
Cattaraugus,City of Salamanca - Ward 5,President,,Howie Hawkins,GRE,0,1
Cattaraugus,Coldspring,President,,Howie Hawkins,GRE,0,1
Cattaraugus,Conewango,President,,Howie Hawkins,GRE,2,0
Cattaraugus,Dayton,President,,Howie Hawkins,GRE,3,0
Cattaraugus,Early Voting - Little Valley 1,President,,Howie Hawkins,GRE,6,
Cattaraugus,Early Voting - Little Valley 2,President,,Howie Hawkins,GRE,2,
Cattaraugus,Early Voting - Olean 1,President,,Howie Hawkins,GRE,13,
Cattaraugus,Early Voting - Olean 2,President,,Howie Hawkins,GRE,4,
Cattaraugus,East Otto,President,,Howie Hawkins,GRE,0,1
Cattaraugus,Ellicottville,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Farmersville,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Franklinville District 1,President,,Howie Hawkins,GRE,0,1
Cattaraugus,Franklinville District 2,President,,Howie Hawkins,GRE,3,0
Cattaraugus,Freedom,President,,Howie Hawkins,GRE,2,0
Cattaraugus,Great Valley 1,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Great Valley 2,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Hinsdale,President,,Howie Hawkins,GRE,2,1
Cattaraugus,Humphrey,President,,Howie Hawkins,GRE,1,1
Cattaraugus,Ischua,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Leon,President,,Howie Hawkins,GRE,0,2
Cattaraugus,Little Valley,President,,Howie Hawkins,GRE,2,1
Cattaraugus,Lyndon,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Machias,President,,Howie Hawkins,GRE,2,0
Cattaraugus,Mansfield,President,,Howie Hawkins,GRE,1,2
Cattaraugus,Napoli,President,,Howie Hawkins,GRE,1,0
Cattaraugus,New Albion,President,,Howie Hawkins,GRE,2,0
Cattaraugus,Otto,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Perrysburg,President,,Howie Hawkins,GRE,5,0
Cattaraugus,Persia,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Portville 1,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Portville 2,President,,Howie Hawkins,GRE,1,1
Cattaraugus,Randolph District 1,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Randolph District 2,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Red House,President,,Howie Hawkins,GRE,0,1
Cattaraugus,South Valley,President,,Howie Hawkins,GRE,0,1
Cattaraugus,Town of Olean 1,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Town of Olean 2,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Town of Salamanca,President,,Howie Hawkins,GRE,1,0
Cattaraugus,Yorkshire 1,President,,Howie Hawkins,GRE,0,0
Cattaraugus,Yorkshire 2,President,,Howie Hawkins,GRE,3,0
Cattaraugus,Allegany District 1,President,,Jo Jorgensen,LIB,5,1
Cattaraugus,Allegany District 2,President,,Jo Jorgensen,LIB,2,0
Cattaraugus,Allegany District 3,President,,Jo Jorgensen,LIB,8,1
Cattaraugus,Allegany District 4,President,,Jo Jorgensen,LIB,2,1
Cattaraugus,Allegany District 5,President,,Jo Jorgensen,LIB,6,1
Cattaraugus,Ashford District 1,President,,Jo Jorgensen,LIB,6,1
Cattaraugus,Ashford District 2,President,,Jo Jorgensen,LIB,5,2
Cattaraugus,Carrollton,President,,Jo Jorgensen,LIB,6,1
Cattaraugus,City of Olean - Ward 1,President,,Jo Jorgensen,LIB,11,2
Cattaraugus,City of Olean - Ward 2,President,,Jo Jorgensen,LIB,8,2
Cattaraugus,City of Olean - Ward 3,President,,Jo Jorgensen,LIB,5,1
Cattaraugus,City of Olean - Ward 4,President,,Jo Jorgensen,LIB,7,1
Cattaraugus,City of Olean - Ward 5,President,,Jo Jorgensen,LIB,11,0
Cattaraugus,City of Olean - Ward 6,President,,Jo Jorgensen,LIB,7,1
Cattaraugus,City of Olean - Ward 7,President,,Jo Jorgensen,LIB,5,0
Cattaraugus,City of Salamanca - Ward 1,President,,Jo Jorgensen,LIB,1,0
Cattaraugus,City of Salamanca - Ward 2,President,,Jo Jorgensen,LIB,6,1
Cattaraugus,City of Salamanca - Ward 3,President,,Jo Jorgensen,LIB,2,0
Cattaraugus,City of Salamanca - Ward 4,President,,Jo Jorgensen,LIB,4,1
Cattaraugus,City of Salamanca - Ward 5,President,,Jo Jorgensen,LIB,4,0
Cattaraugus,Coldspring,President,,Jo Jorgensen,LIB,3,0
Cattaraugus,Conewango,President,,Jo Jorgensen,LIB,12,0
Cattaraugus,Dayton,President,,Jo Jorgensen,LIB,6,0
Cattaraugus,Early Voting - Little Valley 1,President,,Jo Jorgensen,LIB,4,
Cattaraugus,Early Voting - Little Valley 2,President,,Jo Jorgensen,LIB,11,
Cattaraugus,Early Voting - Olean 1,President,,Jo Jorgensen,LIB,34,
Cattaraugus,Early Voting - Olean 2,President,,Jo Jorgensen,LIB,13,
Cattaraugus,East Otto,President,,Jo Jorgensen,LIB,3,3
Cattaraugus,Ellicottville,President,,Jo Jorgensen,LIB,10,0
Cattaraugus,Farmersville,President,,Jo Jorgensen,LIB,4,1
Cattaraugus,Franklinville District 1,President,,Jo Jorgensen,LIB,5,2
Cattaraugus,Franklinville District 2,President,,Jo Jorgensen,LIB,4,5
Cattaraugus,Freedom,President,,Jo Jorgensen,LIB,9,0
Cattaraugus,Great Valley 1,President,,Jo Jorgensen,LIB,3,1
Cattaraugus,Great Valley 2,President,,Jo Jorgensen,LIB,9,2
Cattaraugus,Hinsdale,President,,Jo Jorgensen,LIB,8,0
