county,office,district,candidate,party,precinct,absentee,early_voting,election_day,votes
Warren,President,,Joseph R. Biden,WOR,"Johnsburg 1,2 ",11,4,27,42
Warren,President,,Joseph R. Biden,WOR,"Lake George 1,2 ",15,10,24,49
Warren,President,,Joseph R. Biden,WOR,"Lake Luzerne 1,2 ",9,7,14,30
Warren,President,,Joseph R. Biden,WOR,Stony Creek 1 ,0,0,7,7
Warren,President,,Howie Hawkins,GRE,"Horicon 1,2 ",0,0,6,6
Warren,President,,Howie Hawkins,GRE,Thurman 1 ,1,1,3,5
Warren,President,,Howie Hawkins,GRE,"Warrensburg 1,2,3 ",3,2,2,7
Warren,President,,Howie Hawkins,GRE,"Queensbury Ward 1 1,2,3,4,5 ",8,6,3,17
Warren,President,,Howie Hawkins,GRE,"Queensbury Ward 2  1,2,3,4 ",5,5,8,18
Warren,President,,Howie Hawkins,GRE,"Queensbury Ward 3 1,2,3,4 ",7,6,13,26
Warren,President,,Howie Hawkins,GRE,"Queensbury Ward 4 1,2,3 ",4,0,11,15
Warren,President,,Howie Hawkins,GRE,Glens Falls Ward 1 1 ,1,2,4,7
Warren,President,,Howie Hawkins,GRE,"Glens Falls Ward 2 1,2 ",5,3,13,21
Warren,President,,Howie Hawkins,GRE,"Glens Falls Ward 3 1,2 ",5,4,12,21
Warren,President,,Howie Hawkins,GRE,Glens Falls Ward 4 1 ,1,5,3,9
Warren,President,,Howie Hawkins,GRE,"Glens Falls Ward 5 1,2 ",2,3,4,9
Warren,President,,Howie Hawkins,GRE,"Bolton 1,2 ",1,1,4,6
Warren,President,,Howie Hawkins,GRE,"Chester 1,2 ",2,0,8,10
Warren,President,,Howie Hawkins,GRE,Hague 1 ,0,0,2,2
Warren,President,,Howie Hawkins,GRE,"Johnsburg 1,2 ",0,0,2,2
Warren,President,,Howie Hawkins,GRE,"Lake George 1,2 ",2,2,7,11
Warren,President,,Howie Hawkins,GRE,"Lake Luzerne 1,2 ",3,0,7,10
Warren,President,,Howie Hawkins,GRE,Stony Creek 1 ,2,0,0,2
Warren,President,,Jo Jorgensen,LBT,"Horicon 1,2 ",2,1,1,4
Warren,President,,Jo Jorgensen,LBT,Thurman 1 ,1,0,5,6
Warren,President,,Jo Jorgensen,LBT,"Warrensburg 1,2,3 ",1,4,19,24
Warren,President,,Jo Jorgensen,LBT,"Queensbury Ward 1 1,2,3,4,5 ",11,5,32,48
Warren,President,,Jo Jorgensen,LBT,"Queensbury Ward 2  1,2,3,4 ",16,8,26,50
Warren,President,,Jo Jorgensen,LBT,"Queensbury Ward 3 1,2,3,4 ",10,5,33,48
Warren,President,,Jo Jorgensen,LBT,"Queensbury Ward 4 1,2,3 ",12,3,33,48
Warren,President,,Jo Jorgensen,LBT,Glens Falls Ward 1 1 ,2,1,6,9
Warren,President,,Jo Jorgensen,LBT,"Glens Falls Ward 2 1,2 ",3,1,26,30
Warren,President,,Jo Jorgensen,LBT,"Glens Falls Ward 3 1,2 ",4,5,20,29
Warren,President,,Jo Jorgensen,LBT,Glens Falls Ward 4 1 ,2,3,3,8
Warren,President,,Jo Jorgensen,LBT,"Glens Falls Ward 5 1,2 ",4,1,14,19
Warren,President,,Jo Jorgensen,LBT,"Bolton 1,2 ",4,1,7,12
Warren,President,,Jo Jorgensen,LBT,"Chester 1,2 ",4,0,15,19
Warren,President,,Jo Jorgensen,LBT,Hague 1 ,1,0,5,6
Warren,President,,Jo Jorgensen,LBT,"Johnsburg 1,2 ",3,3,12,18
Warren,President,,Jo Jorgensen,LBT,"Lake George 1,2 ",5,0,13,18
Warren,President,,Jo Jorgensen,LBT,"Lake Luzerne 1,2 ",0,2,19,21
Warren,President,,Jo Jorgensen,LBT,Stony Creek 1 ,1,0,6,7
Warren,President,,Brock Pierce,IND,"Horicon 1,2 ",0,0,2,2
Warren,President,,Brock Pierce,IND,Thurman 1 ,1,0,5,6
Warren,President,,Brock Pierce,IND,"Warrensburg 1,2,3 ",1,0,2,3
Warren,President,,Brock Pierce,IND,"Queensbury Ward 1 1,2,3,4,5 ",6,4,10,20
Warren,President,,Brock Pierce,IND,"Queensbury Ward 2  1,2,3,4 ",7,6,12,25
Warren,President,,Brock Pierce,IND,"Queensbury Ward 3 1,2,3,4 ",6,3,11,20
Warren,President,,Brock Pierce,IND,"Queensbury Ward 4 1,2,3 ",4,1,12,17
Warren,President,,Brock Pierce,IND,Glens Falls Ward 1 1 ,0,0,4,4
Warren,President,,Brock Pierce,IND,"Glens Falls Ward 2 1,2 ",2,0,7,9
Warren,President,,Brock Pierce,IND,"Glens Falls Ward 3 1,2 ",1,0,0,1
Warren,President,,Brock Pierce,IND,Glens Falls Ward 4 1 ,3,0,6,9
Warren,President,,Brock Pierce,IND,"Glens Falls Ward 5 1,2 ",0,2,10,12
Warren,President,,Brock Pierce,IND,"Bolton 1,2 ",1,0,2,3
Warren,President,,Brock Pierce,IND,"Chester 1,2 ",3,0,7,10
Warren,President,,Brock Pierce,IND,Hague 1 ,0,0,1,1
Warren,President,,Brock Pierce,IND,"Johnsburg 1,2 ",2,0,5,7
Warren,President,,Brock Pierce,IND,"Lake George 1,2 ",0,0,9,9
Warren,President,,Brock Pierce,IND,"Lake Luzerne 1,2 ",1,0,3,4
Warren,President,,Brock Pierce,IND,Stony Creek 1 ,0,0,0,0
Warren,President,,Write-in,,"Horicon 1,2 ",0,0,0,0
Warren,President,,Write-in,,Thurman 1 ,0,0,0,0
Warren,President,,Write-in,,"Warrensburg 1,2,3 ",0,0,0,0
Warren,President,,Write-in,,"Queensbury Ward 1 1,2,3,4,5 ",0,0,0,0
Warren,President,,Write-in,,"Queensbury Ward 2  1,2,3,4 ",0,0,0,0
Warren,President,,Write-in,,"Queensbury Ward 3 1,2,3,4 ",0,0,0,0
Warren,President,,Write-in,,"Queensbury Ward 4 1,2,3 ",0,0,0,0
Warren,President,,Write-in,,Glens Falls Ward 1 1 ,0,0,0,0
Warren,President,,Write-in,,"Glens Falls Ward 2 1,2 ",0,0,0,0
Warren,President,,Write-in,,"Glens Falls Ward 3 1,2 ",0,0,0,0
Warren,President,,Write-in,,Glens Falls Ward 4 1 ,0,0,0,0
Warren,President,,Write-in,,"Glens Falls Ward 5 1,2 ",0,0,0,0
Warren,President,,Write-in,,"Bolton 1,2 ",0,0,0,0
Warren,President,,Write-in,,"Chester 1,2 ",0,0,0,0
Warren,President,,Write-in,,Hague 1 ,0,0,0,0
Warren,President,,Write-in,,"Johnsburg 1,2 ",0,0,0,0
Warren,President,,Write-in,,"Lake George 1,2 ",0,0,0,0
Warren,President,,Write-in,,"Lake Luzerne 1,2 ",0,0,0,0
Warren,President,,Write-in,,Stony Creek 1 ,0,0,0,0
Warren,President,,Brian Carroll,,"Horicon 1,2 ",0,0,2,2
Warren,President,,Brian Carroll,,Thurman 1 ,0,0,0,0
Warren,President,,Brian Carroll,,"Warrensburg 1,2,3 ",0,0,0,0
Warren,President,,Brian Carroll,,"Queensbury Ward 1 1,2,3,4,5 ",0,0,0,0
Warren,President,,Brian Carroll,,"Queensbury Ward 2  1,2,3,4 ",0,0,1,1
Warren,President,,Brian Carroll,,"Queensbury Ward 3 1,2,3,4 ",1,0,0,1
Warren,President,,Brian Carroll,,"Queensbury Ward 4 1,2,3 ",1,0,1,2
Warren,President,,Brian Carroll,,Glens Falls Ward 1 1 ,0,0,0,0
Warren,President,,Brian Carroll,,"Glens Falls Ward 2 1,2 ",0,0,1,1
Warren,President,,Brian Carroll,,"Glens Falls Ward 3 1,2 ",0,0,0,0
Warren,President,,Brian Carroll,,Glens Falls Ward 4 1 ,0,0,0,0
Warren,President,,Brian Carroll,,"Glens Falls Ward 5 1,2 ",0,0,0,0
Warren,President,,Brian Carroll,,"Bolton 1,2 ",0,0,0,0
Warren,President,,Brian Carroll,,"Chester 1,2 ",0,0,1,1
Warren,President,,Brian Carroll,,Hague 1 ,0,0,0,0
Warren,President,,Brian Carroll,,"Johnsburg 1,2 ",0,0,0,0
Warren,President,,Brian Carroll,,"Lake George 1,2 ",0,0,0,0
Warren,President,,Brian Carroll,,"Lake Luzerne 1,2 ",0,0,0,0
Warren,President,,Brian Carroll,,Stony Creek 1 ,0,0,0,0
Warren,President,,Kanye West,,"Horicon 1,2 ",0,0,0,0
Warren,President,,Kanye West,,Thurman 1 ,0,0,0,0
Warren,President,,Kanye West,,"Warrensburg 1,2,3 ",0,0,1,1
Warren,President,,Kanye West,,"Queensbury Ward 1 1,2,3,4,5 ",0,0,1,1
Warren,President,,Kanye West,,"Queensbury Ward 2  1,2,3,4 ",0,0,0,0
Warren,President,,Kanye West,,"Queensbury Ward 3 1,2,3,4 ",0,0,1,1
Warren,President,,Kanye West,,"Queensbury Ward 4 1,2,3 ",1,0,0,1
Warren,President,,Kanye West,,Glens Falls Ward 1 1 ,0,0,1,1
Warren,President,,Kanye West,,"Glens Falls Ward 2 1,2 ",1,0,0,1
Warren,President,,Kanye West,,"Glens Falls Ward 3 1,2 ",0,0,1,1
Warren,President,,Kanye West,,Glens Falls Ward 4 1 ,0,0,0,0
Warren,President,,Kanye West,,"Glens Falls Ward 5 1,2 ",0,0,0,0
Warren,President,,Kanye West,,"Bolton 1,2 ",0,0,0,0
Warren,President,,Kanye West,,"Chester 1,2 ",0,0,0,0
Warren,President,,Kanye West,,Hague 1 ,0,0,0,0
Warren,President,,Kanye West,,"Johnsburg 1,2 ",0,0,0,0
Warren,President,,Kanye West,,"Lake George 1,2 ",0,0,0,0
Warren,President,,Kanye West,,"Lake Luzerne 1,2 ",0,0,1,1
Warren,President,,Kanye West,,Stony Creek 1 ,0,0,0,0
Warren,President,,Don Blankenship,,"Horicon 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,Thurman 1 ,0,0,0,0
Warren,President,,Don Blankenship,,"Warrensburg 1,2,3 ",0,0,0,0
Warren,President,,Don Blankenship,,"Queensbury Ward 1 1,2,3,4,5 ",0,0,0,0
Warren,President,,Don Blankenship,,"Queensbury Ward 2  1,2,3,4 ",1,0,0,1
Warren,President,,Don Blankenship,,"Queensbury Ward 3 1,2,3,4 ",0,0,0,0
Warren,President,,Don Blankenship,,"Queensbury Ward 4 1,2,3 ",0,0,0,0
Warren,President,,Don Blankenship,,Glens Falls Ward 1 1 ,0,0,0,0
Warren,President,,Don Blankenship,,"Glens Falls Ward 2 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,"Glens Falls Ward 3 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,Glens Falls Ward 4 1 ,0,0,0,0
Warren,President,,Don Blankenship,,"Glens Falls Ward 5 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,"Bolton 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,"Chester 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,Hague 1 ,0,0,0,0
Warren,President,,Don Blankenship,,"Johnsburg 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,"Lake George 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,"Lake Luzerne 1,2 ",0,0,0,0
Warren,President,,Don Blankenship,,Stony Creek 1 ,0,0,0,0
Warren,President,,Mark Charles,,"Horicon 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,Thurman 1 ,0,0,0,0
Warren,President,,Mark Charles,,"Warrensburg 1,2,3 ",0,0,0,0
Warren,President,,Mark Charles,,"Queensbury Ward 1 1,2,3,4,5 ",0,0,0,0
Warren,President,,Mark Charles,,"Queensbury Ward 2  1,2,3,4 ",0,0,0,0
Warren,President,,Mark Charles,,"Queensbury Ward 3 1,2,3,4 ",0,0,0,0
Warren,President,,Mark Charles,,"Queensbury Ward 4 1,2,3 ",0,0,0,0
Warren,President,,Mark Charles,,Glens Falls Ward 1 1 ,0,0,0,0
Warren,President,,Mark Charles,,"Glens Falls Ward 2 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,"Glens Falls Ward 3 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,Glens Falls Ward 4 1 ,0,0,0,0
Warren,President,,Mark Charles,,"Glens Falls Ward 5 1,2 ",1,0,0,1
Warren,President,,Mark Charles,,"Bolton 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,"Chester 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,Hague 1 ,0,0,0,0
Warren,President,,Mark Charles,,"Johnsburg 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,"Lake George 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,"Lake Luzerne 1,2 ",0,0,0,0
Warren,President,,Mark Charles,,Stony Creek 1 ,0,0,0,0
Warren,President,,OVER VOTES,,"Horicon 1,2 ",1,0,2,3
Warren,President,,OVER VOTES,,Thurman 1 ,1,0,1,2
Warren,President,,OVER VOTES,,"Warrensburg 1,2,3 ",1,0,5,6
Warren,President,,OVER VOTES,,"Queensbury Ward 1 1,2,3,4,5 ",6,1,8,15
Warren,President,,OVER VOTES,,"Queensbury Ward 2  1,2,3,4 ",9,4,4,17
Warren,President,,OVER VOTES,,"Queensbury Ward 3 1,2,3,4 ",7,3,5,15
Warren,President,,OVER VOTES,,"Queensbury Ward 4 1,2,3 ",5,1,3,9
Warren,President,,OVER VOTES,,Glens Falls Ward 1 1 ,3,0,1,4
Warren,President,,OVER VOTES,,"Glens Falls Ward 2 1,2 ",3,2,3,8
Warren,President,,OVER VOTES,,"Glens Falls Ward 3 1,2 ",3,0,1,4
Warren,President,,OVER VOTES,,Glens Falls Ward 4 1 ,0,0,1,1
Warren,President,,OVER VOTES,,"Glens Falls Ward 5 1,2 ",3,0,1,4
Warren,President,,OVER VOTES,,"Bolton 1,2 ",3,0,0,3
Warren,President,,OVER VOTES,,"Chester 1,2 ",2,0,0,2
Warren,President,,OVER VOTES,,Hague 1 ,0,0,0,0
Warren,President,,OVER VOTES,,"Johnsburg 1,2 ",1,0,1,2
Warren,President,,OVER VOTES,,"Lake George 1,2 ",2,2,8,12
Warren,President,,OVER VOTES,,"Lake Luzerne 1,2 ",0,0,0,0
Warren,President,,OVER VOTES,,Stony Creek 1 ,1,0,0,1
Warren,President,,UNDER VOTES,,"Horicon 1,2 ",1,0,2,3
Warren,President,,UNDER VOTES,,Thurman 1 ,0,0,2,2
Warren,President,,UNDER VOTES,,"Warrensburg 1,2,3 ",2,0,4,6
Warren,President,,UNDER VOTES,,"Queensbury Ward 1 1,2,3,4,5 ",10,5,11,26
Warren,President,,UNDER VOTES,,"Queensbury Ward 2  1,2,3,4 ",4,0,11,15
Warren,President,,UNDER VOTES,,"Queensbury Ward 3 1,2,3,4 ",6,2,10,18
Warren,President,,UNDER VOTES,,"Queensbury Ward 4 1,2,3 ",4,1,9,14
Warren,President,,UNDER VOTES,,Glens Falls Ward 1 1 ,0,0,0,0
Warren,President,,UNDER VOTES,,"Glens Falls Ward 2 1,2 ",1,1,5,7
Warren,President,,UNDER VOTES,,"Glens Falls Ward 3 1,2 ",2,1,5,8
Warren,President,,UNDER VOTES,,Glens Falls Ward 4 1 ,1,0,1,2
Warren,President,,UNDER VOTES,,"Glens Falls Ward 5 1,2 ",0,0,5,5
Warren,President,,UNDER VOTES,,"Bolton 1,2 ",2,0,7,9
Warren,President,,UNDER VOTES,,"Chester 1,2 ",0,0,5,5
Warren,President,,UNDER VOTES,,Hague 1 ,1,0,1,2
Warren,President,,UNDER VOTES,,"Johnsburg 1,2 ",0,0,4,4
Warren,President,,UNDER VOTES,,"Lake George 1,2 ",3,0,2,5
Warren,President,,UNDER VOTES,,"Lake Luzerne 1,2 ",0,0,6,6
Warren,President,,UNDER VOTES,,Stony Creek 1 ,0,0,0,0
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Horicon 1,2 ",87,50,187,324
Warren,U.S. House,21,Tedra L. Cobb,DEM,Thurman 1 ,39,21,109,169
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Warrensburg 1,2,3 ",206,112,314,632
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Queensbury Ward 1 1,2,3,4,5 ",702,744,504,1950
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Queensbury Ward 2  1,2,3,4 ",863,724,537,2124
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Queensbury Ward 3 1,2,3,4 ",641,636,502,1779
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Queensbury Ward 4 1,2,3 ",461,392,450,1303
Warren,U.S. House,21,Tedra L. Cobb,DEM,Glens Falls Ward 1 1 ,131,72,211,414
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Glens Falls Ward 2 1,2 ",319,239,427,985
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Glens Falls Ward 3 1,2 ",334,373,433,1140
Warren,U.S. House,21,Tedra L. Cobb,DEM,Glens Falls Ward 4 1 ,136,111,174,421
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Glens Falls Ward 5 1,2 ",188,110,318,616
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Bolton 1,2 ",163,104,305,572
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Chester 1,2 ",222,84,293,599
Warren,U.S. House,21,Tedra L. Cobb,DEM,Hague 1 ,68,17,131,216
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Johnsburg 1,2 ",154,57,282,493
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Lake George 1,2 ",271,230,365,866
Warren,U.S. House,21,Tedra L. Cobb,DEM,"Lake Luzerne 1,2 ",148,131,290,569
Warren,U.S. House,21,Tedra L. Cobb,DEM,Stony Creek 1 ,25,4,83,112
Warren,U.S. House,21,Elise M. Stefanik,REP,"Horicon 1,2 ",110,22,412,544
Warren,U.S. House,21,Elise M. Stefanik,REP,Thurman 1 ,25,13,327,365
Warren,U.S. House,21,Elise M. Stefanik,REP,"Warrensburg 1,2,3 ",135,99,843,1077
Warren,U.S. House,21,Elise M. Stefanik,REP,"Queensbury Ward 1 1,2,3,4,5 ",415,601,1408,2424
Warren,U.S. House,21,Elise M. Stefanik,REP,"Queensbury Ward 2  1,2,3,4 ",342,419,1090,1851
Warren,U.S. House,21,Elise M. Stefanik,REP,"Queensbury Ward 3 1,2,3,4 ",302,455,1170,1927
Warren,U.S. House,21,Elise M. Stefanik,REP,"Queensbury Ward 4 1,2,3 ",216,285,1080,1581
Warren,U.S. House,21,Elise M. Stefanik,REP,Glens Falls Ward 1 1 ,54,34,273,361
Warren,U.S. House,21,Elise M. Stefanik,REP,"Glens Falls Ward 2 1,2 ",75,79,532,686
Warren,U.S. House,21,Elise M. Stefanik,REP,"Glens Falls Ward 3 1,2 ",85,100,422,607
Warren,U.S. House,21,Elise M. Stefanik,REP,Glens Falls Ward 4 1 ,48,34,205,287
Warren,U.S. House,21,Elise M. Stefanik,REP,"Glens Falls Ward 5 1,2 ",62,62,443,567
Warren,U.S. House,21,Elise M. Stefanik,REP,"Bolton 1,2 ",116,39,554,709
Warren,U.S. House,21,Elise M. Stefanik,REP,"Chester 1,2 ",157,61,877,1095
Warren,U.S. House,21,Elise M. Stefanik,REP,Hague 1 ,27,11,182,220
Warren,U.S. House,21,Elise M. Stefanik,REP,"Johnsburg 1,2 ",93,12,488,593
Warren,U.S. House,21,Elise M. Stefanik,REP,"Lake George 1,2 ",148,141,759,1048
Warren,U.S. House,21,Elise M. Stefanik,REP,"Lake Luzerne 1,2 ",123,69,837,1029
Warren,U.S. House,21,Elise M. Stefanik,REP,Stony Creek 1 ,32,3,250,285
Warren,U.S. House,21,Elise M. Stefanik,CON,"Horicon 1,2 ",10,5,40,55
Warren,U.S. House,21,Elise M. Stefanik,CON,Thurman 1 ,3,0,34,37
Warren,U.S. House,21,Elise M. Stefanik,CON,"Warrensburg 1,2,3 ",12,7,52,71
Warren,U.S. House,21,Elise M. Stefanik,CON,"Queensbury Ward 1 1,2,3,4,5 ",46,64,135,245
Warren,U.S. House,21,Elise M. Stefanik,CON,"Queensbury Ward 2  1,2,3,4 ",27,32,104,163
Warren,U.S. House,21,Elise M. Stefanik,CON,"Queensbury Ward 3 1,2,3,4 ",43,49,126,218
Warren,U.S. House,21,Elise M. Stefanik,CON,"Queensbury Ward 4 1,2,3 ",14,24,112,150
Warren,U.S. House,21,Elise M. Stefanik,CON,Glens Falls Ward 1 1 ,2,1,26,29
Warren,U.S. House,21,Elise M. Stefanik,CON,"Glens Falls Ward 2 1,2 ",5,9,42,56
Warren,U.S. House,21,Elise M. Stefanik,CON,"Glens Falls Ward 3 1,2 ",11,14,40,65
Warren,U.S. House,21,Elise M. Stefanik,CON,Glens Falls Ward 4 1 ,3,0,19,22
Warren,U.S. House,21,Elise M. Stefanik,CON,"Glens Falls Ward 5 1,2 ",5,7,45,57
Warren,U.S. House,21,Elise M. Stefanik,CON,"Bolton 1,2 ",12,2,54,68
Warren,U.S. House,21,Elise M. Stefanik,CON,"Chester 1,2 ",21,4,75,100
Warren,U.S. House,21,Elise M. Stefanik,CON,Hague 1 ,4,0,14,18
Warren,U.S. House,21,Elise M. Stefanik,CON,"Johnsburg 1,2 ",11,3,28,42
Warren,U.S. House,21,Elise M. Stefanik,CON,"Lake George 1,2 ",15,13,65,93
Warren,U.S. House,21,Elise M. Stefanik,CON,"Lake Luzerne 1,2 ",13,11,79,103
Warren,U.S. House,21,Elise M. Stefanik,CON,Stony Creek 1 ,4,0,21,25
Warren,U.S. House,21,Tedra L. Cobb,WOR,"Horicon 1,2 ",3,0,20,23
