county,assembly_district,precinct,party,office,district,candidate,votes
Richmond,61,3,Democratic,President,,Andrew Yang,1
Richmond,61,3,Democratic,President,,Deval Patrick,0
Richmond,61,4,Democratic,President,,Public Counter,93
Richmond,61,4,Democratic,President,,Manually Counted Emergency,0
Richmond,61,4,Democratic,President,,Absentee / Military,65
Richmond,61,4,Democratic,President,,Federal,0
Richmond,61,4,Democratic,President,,Affidavit,0
Richmond,61,4,Democratic,President,,Pete Buttigieg,1
Richmond,61,4,Democratic,President,,Amy Klobuchar,0
Richmond,61,4,Democratic,President,,Joseph R. Biden,106
Richmond,61,4,Democratic,President,,Tulsi Gabbard,3
Richmond,61,4,Democratic,President,,Bernie Sanders,29
Richmond,61,4,Democratic,President,,Michael R. Bloomberg,5
Richmond,61,4,Democratic,President,,Tom Steyer,1
Richmond,61,4,Democratic,President,,Michael Bennet,0
Richmond,61,4,Democratic,President,,Elizabeth Warren,6
Richmond,61,4,Democratic,President,,Andrew Yang,1
Richmond,61,4,Democratic,President,,Deval Patrick,1
Richmond,61,5,Democratic,President,,Public Counter,93
Richmond,61,5,Democratic,President,,Manually Counted Emergency,0
Richmond,61,5,Democratic,President,,Absentee / Military,49
Richmond,61,5,Democratic,President,,Federal,0
Richmond,61,5,Democratic,President,,Affidavit,1
Richmond,61,5,Democratic,President,,Pete Buttigieg,2
Richmond,61,5,Democratic,President,,Amy Klobuchar,0
Richmond,61,5,Democratic,President,,Joseph R. Biden,95
Richmond,61,5,Democratic,President,,Tulsi Gabbard,2
Richmond,61,5,Democratic,President,,Bernie Sanders,22
Richmond,61,5,Democratic,President,,Michael R. Bloomberg,2
Richmond,61,5,Democratic,President,,Tom Steyer,0
Richmond,61,5,Democratic,President,,Michael Bennet,0
Richmond,61,5,Democratic,President,,Elizabeth Warren,16
Richmond,61,5,Democratic,President,,Andrew Yang,1
Richmond,61,5,Democratic,President,,Deval Patrick,0
Richmond,61,6,Democratic,President,,Public Counter,43
Richmond,61,6,Democratic,President,,Manually Counted Emergency,0
Richmond,61,6,Democratic,President,,Absentee / Military,53
Richmond,61,6,Democratic,President,,Federal,0
Richmond,61,6,Democratic,President,,Affidavit,0
Richmond,61,6,Democratic,President,,Pete Buttigieg,3
Richmond,61,6,Democratic,President,,Amy Klobuchar,1
Richmond,61,6,Democratic,President,,Joseph R. Biden,63
Richmond,61,6,Democratic,President,,Tulsi Gabbard,0
Richmond,61,6,Democratic,President,,Bernie Sanders,18
Richmond,61,6,Democratic,President,,Michael R. Bloomberg,3
Richmond,61,6,Democratic,President,,Tom Steyer,0
Richmond,61,6,Democratic,President,,Michael Bennet,0
Richmond,61,6,Democratic,President,,Elizabeth Warren,2
Richmond,61,6,Democratic,President,,Andrew Yang,0
Richmond,61,6,Democratic,President,,Deval Patrick,0
Richmond,61,7,Democratic,President,,Public Counter,142
Richmond,61,7,Democratic,President,,Manually Counted Emergency,0
Richmond,61,7,Democratic,President,,Absentee / Military,25
Richmond,61,7,Democratic,President,,Federal,0
Richmond,61,7,Democratic,President,,Affidavit,0
Richmond,61,7,Democratic,President,,Pete Buttigieg,0
Richmond,61,7,Democratic,President,,Amy Klobuchar,1
Richmond,61,7,Democratic,President,,Joseph R. Biden,128
Richmond,61,7,Democratic,President,,Tulsi Gabbard,0
Richmond,61,7,Democratic,President,,Bernie Sanders,30
Richmond,61,7,Democratic,President,,Michael R. Bloomberg,1
Richmond,61,7,Democratic,President,,Tom Steyer,1
Richmond,61,7,Democratic,President,,Michael Bennet,0
Richmond,61,7,Democratic,President,,Elizabeth Warren,2
Richmond,61,7,Democratic,President,,Andrew Yang,0
Richmond,61,7,Democratic,President,,Deval Patrick,0
Richmond,61,8,Democratic,President,,Public Counter,75
Richmond,61,8,Democratic,President,,Manually Counted Emergency,0
Richmond,61,8,Democratic,President,,Absentee / Military,26
Richmond,61,8,Democratic,President,,Federal,0
Richmond,61,8,Democratic,President,,Affidavit,1
Richmond,61,8,Democratic,President,,Pete Buttigieg,0
Richmond,61,8,Democratic,President,,Amy Klobuchar,0
Richmond,61,8,Democratic,President,,Joseph R. Biden,74
Richmond,61,8,Democratic,President,,Tulsi Gabbard,0
Richmond,61,8,Democratic,President,,Bernie Sanders,19
Richmond,61,8,Democratic,President,,Michael R. Bloomberg,3
Richmond,61,8,Democratic,President,,Tom Steyer,0
Richmond,61,8,Democratic,President,,Michael Bennet,0
Richmond,61,8,Democratic,President,,Elizabeth Warren,3
Richmond,61,8,Democratic,President,,Andrew Yang,1
Richmond,61,8,Democratic,President,,Deval Patrick,0
Richmond,61,9,Democratic,President,,Public Counter,159
Richmond,61,9,Democratic,President,,Manually Counted Emergency,0
Richmond,61,9,Democratic,President,,Absentee / Military,91
Richmond,61,9,Democratic,President,,Federal,0
Richmond,61,9,Democratic,President,,Affidavit,0
Richmond,61,9,Democratic,President,,Pete Buttigieg,1
Richmond,61,9,Democratic,President,,Amy Klobuchar,1
Richmond,61,9,Democratic,President,,Joseph R. Biden,195
Richmond,61,9,Democratic,President,,Tulsi Gabbard,0
Richmond,61,9,Democratic,President,,Bernie Sanders,29
Richmond,61,9,Democratic,President,,Michael R. Bloomberg,6
Richmond,61,9,Democratic,President,,Tom Steyer,0
Richmond,61,9,Democratic,President,,Michael Bennet,0
Richmond,61,9,Democratic,President,,Elizabeth Warren,8
Richmond,61,9,Democratic,President,,Andrew Yang,5
Richmond,61,9,Democratic,President,,Deval Patrick,0
Richmond,61,10,Democratic,President,,Public Counter,119
Richmond,61,10,Democratic,President,,Manually Counted Emergency,0
Richmond,61,10,Democratic,President,,Absentee / Military,68
Richmond,61,10,Democratic,President,,Federal,0
Richmond,61,10,Democratic,President,,Affidavit,0
Richmond,61,10,Democratic,President,,Pete Buttigieg,0
Richmond,61,10,Democratic,President,,Amy Klobuchar,2
Richmond,61,10,Democratic,President,,Joseph R. Biden,134
Richmond,61,10,Democratic,President,,Tulsi Gabbard,2
Richmond,61,10,Democratic,President,,Bernie Sanders,23
Richmond,61,10,Democratic,President,,Michael R. Bloomberg,12
Richmond,61,10,Democratic,President,,Tom Steyer,0
Richmond,61,10,Democratic,President,,Michael Bennet,1
Richmond,61,10,Democratic,President,,Elizabeth Warren,6
Richmond,61,10,Democratic,President,,Andrew Yang,4
Richmond,61,10,Democratic,President,,Deval Patrick,1
Richmond,61,11,Democratic,President,,Public Counter,109
Richmond,61,11,Democratic,President,,Manually Counted Emergency,0
Richmond,61,11,Democratic,President,,Absentee / Military,73
Richmond,61,11,Democratic,President,,Federal,0
Richmond,61,11,Democratic,President,,Affidavit,0
Richmond,61,11,Democratic,President,,Pete Buttigieg,1
Richmond,61,11,Democratic,President,,Amy Klobuchar,0
Richmond,61,11,Democratic,President,,Joseph R. Biden,124
Richmond,61,11,Democratic,President,,Tulsi Gabbard,1
Richmond,61,11,Democratic,President,,Bernie Sanders,35
Richmond,61,11,Democratic,President,,Michael R. Bloomberg,3
Richmond,61,11,Democratic,President,,Tom Steyer,0
Richmond,61,11,Democratic,President,,Michael Bennet,0
Richmond,61,11,Democratic,President,,Elizabeth Warren,8
Richmond,61,11,Democratic,President,,Andrew Yang,3
Richmond,61,11,Democratic,President,,Deval Patrick,1
Richmond,61,12,Democratic,President,,Public Counter,157
Richmond,61,12,Democratic,President,,Manually Counted Emergency,0
Richmond,61,12,Democratic,President,,Absentee / Military,102
Richmond,61,12,Democratic,President,,Federal,0
Richmond,61,12,Democratic,President,,Affidavit,0
Richmond,61,12,Democratic,President,,Pete Buttigieg,4
Richmond,61,12,Democratic,President,,Amy Klobuchar,2
Richmond,61,12,Democratic,President,,Joseph R. Biden,171
Richmond,61,12,Democratic,President,,Tulsi Gabbard,0
Richmond,61,12,Democratic,President,,Bernie Sanders,53
Richmond,61,12,Democratic,President,,Michael R. Bloomberg,5
Richmond,61,12,Democratic,President,,Tom Steyer,0
Richmond,61,12,Democratic,President,,Michael Bennet,0
Richmond,61,12,Democratic,President,,Elizabeth Warren,12
Richmond,61,12,Democratic,President,,Andrew Yang,3
Richmond,61,12,Democratic,President,,Deval Patrick,1
Richmond,61,13,Democratic,President,,Public Counter,126
Richmond,61,13,Democratic,President,,Manually Counted Emergency,0
Richmond,61,13,Democratic,President,,Absentee / Military,36
Richmond,61,13,Democratic,President,,Federal,0
Richmond,61,13,Democratic,President,,Affidavit,1
Richmond,61,13,Democratic,President,,Pete Buttigieg,0
Richmond,61,13,Democratic,President,,Amy Klobuchar,0
Richmond,61,13,Democratic,President,,Joseph R. Biden,119
Richmond,61,13,Democratic,President,,Tulsi Gabbard,1
Richmond,61,13,Democratic,President,,Bernie Sanders,26
Richmond,61,13,Democratic,President,,Michael R. Bloomberg,4
Richmond,61,13,Democratic,President,,Tom Steyer,0
Richmond,61,13,Democratic,President,,Michael Bennet,0
Richmond,61,13,Democratic,President,,Elizabeth Warren,7
Richmond,61,13,Democratic,President,,Andrew Yang,2
Richmond,61,13,Democratic,President,,Deval Patrick,1
Richmond,61,14,Democratic,President,,Public Counter,96
Richmond,61,14,Democratic,President,,Manually Counted Emergency,0
Richmond,61,14,Democratic,President,,Absentee / Military,66
Richmond,61,14,Democratic,President,,Federal,0
Richmond,61,14,Democratic,President,,Affidavit,0
Richmond,61,14,Democratic,President,,Pete Buttigieg,0
Richmond,61,14,Democratic,President,,Amy Klobuchar,1
Richmond,61,14,Democratic,President,,Joseph R. Biden,127
Richmond,61,14,Democratic,President,,Tulsi Gabbard,2
Richmond,61,14,Democratic,President,,Bernie Sanders,24
Richmond,61,14,Democratic,President,,Michael R. Bloomberg,1
Richmond,61,14,Democratic,President,,Tom Steyer,0
Richmond,61,14,Democratic,President,,Michael Bennet,0
Richmond,61,14,Democratic,President,,Elizabeth Warren,5
Richmond,61,14,Democratic,President,,Andrew Yang,2
Richmond,61,14,Democratic,President,,Deval Patrick,0
Richmond,61,15,Democratic,President,,Public Counter,68
Richmond,61,15,Democratic,President,,Manually Counted Emergency,0
Richmond,61,15,Democratic,President,,Absentee / Military,45
Richmond,61,15,Democratic,President,,Federal,2
Richmond,61,15,Democratic,President,,Affidavit,0
Richmond,61,15,Democratic,President,,Pete Buttigieg,3
Richmond,61,15,Democratic,President,,Amy Klobuchar,1
Richmond,61,15,Democratic,President,,Joseph R. Biden,71
Richmond,61,15,Democratic,President,,Tulsi Gabbard,1
Richmond,61,15,Democratic,President,,Bernie Sanders,20
Richmond,61,15,Democratic,President,,Michael R. Bloomberg,2
Richmond,61,15,Democratic,President,,Tom Steyer,0
Richmond,61,15,Democratic,President,,Michael Bennet,0
Richmond,61,15,Democratic,President,,Elizabeth Warren,11
Richmond,61,15,Democratic,President,,Andrew Yang,5
Richmond,61,15,Democratic,President,,Deval Patrick,0
Richmond,61,16,Democratic,President,,Public Counter,125
Richmond,61,16,Democratic,President,,Manually Counted Emergency,0
Richmond,61,16,Democratic,President,,Absentee / Military,34
Richmond,61,16,Democratic,President,,Federal,0
Richmond,61,16,Democratic,President,,Affidavit,0
Richmond,61,16,Democratic,President,,Pete Buttigieg,0
Richmond,61,16,Democratic,President,,Amy Klobuchar,1
Richmond,61,16,Democratic,President,,Joseph R. Biden,130
Richmond,61,16,Democratic,President,,Tulsi Gabbard,0
Richmond,61,16,Democratic,President,,Bernie Sanders,19
Richmond,61,16,Democratic,President,,Michael R. Bloomberg,2
Richmond,61,16,Democratic,President,,Tom Steyer,1
Richmond,61,16,Democratic,President,,Michael Bennet,0
Richmond,61,16,Democratic,President,,Elizabeth Warren,2
Richmond,61,16,Democratic,President,,Andrew Yang,1
Richmond,61,16,Democratic,President,,Deval Patrick,1
Richmond,61,17,Democratic,President,,Public Counter,133
Richmond,61,17,Democratic,President,,Manually Counted Emergency,0
Richmond,61,17,Democratic,President,,Absentee / Military,53
Richmond,61,17,Democratic,President,,Federal,0
Richmond,61,17,Democratic,President,,Affidavit,0
Richmond,61,17,Democratic,President,,Pete Buttigieg,0
Richmond,61,17,Democratic,President,,Amy Klobuchar,0
Richmond,61,17,Democratic,President,,Joseph R. Biden,145
Richmond,61,17,Democratic,President,,Tulsi Gabbard,0
Richmond,61,17,Democratic,President,,Bernie Sanders,29
Richmond,61,17,Democratic,President,,Michael R. Bloomberg,7
Richmond,61,17,Democratic,President,,Tom Steyer,0
Richmond,61,17,Democratic,President,,Michael Bennet,0
Richmond,61,17,Democratic,President,,Elizabeth Warren,3
Richmond,61,17,Democratic,President,,Andrew Yang,0
Richmond,61,17,Democratic,President,,Deval Patrick,0
Richmond,61,18,Democratic,President,,Public Counter,74
Richmond,61,18,Democratic,President,,Manually Counted Emergency,0
Richmond,61,18,Democratic,President,,Absentee / Military,46
Richmond,61,18,Democratic,President,,Federal,0
Richmond,61,18,Democratic,President,,Affidavit,1
Richmond,61,18,Democratic,President,,Pete Buttigieg,0
Richmond,61,18,Democratic,President,,Amy Klobuchar,0
Richmond,61,18,Democratic,President,,Joseph R. Biden,87
Richmond,61,18,Democratic,President,,Tulsi Gabbard,1
Richmond,61,18,Democratic,President,,Bernie Sanders,20
Richmond,61,18,Democratic,President,,Michael R. Bloomberg,6
Richmond,61,18,Democratic,President,,Tom Steyer,0
Richmond,61,18,Democratic,President,,Michael Bennet,0
Richmond,61,18,Democratic,President,,Elizabeth Warren,2
Richmond,61,18,Democratic,President,,Andrew Yang,2
Richmond,61,18,Democratic,President,,Deval Patrick,0
Richmond,61,19,Democratic,President,,Public Counter,95
Richmond,61,19,Democratic,President,,Manually Counted Emergency,0
Richmond,61,19,Democratic,President,,Absentee / Military,42
Richmond,61,19,Democratic,President,,Federal,0
Richmond,61,19,Democratic,President,,Affidavit,1
Richmond,61,19,Democratic,President,,Pete Buttigieg,0
Richmond,61,19,Democratic,President,,Amy Klobuchar,1
Richmond,61,19,Democratic,President,,Joseph R. Biden,98
Richmond,61,19,Democratic,President,,Tulsi Gabbard,1
Richmond,61,19,Democratic,President,,Bernie Sanders,26
Richmond,61,19,Democratic,President,,Michael R. Bloomberg,0
Richmond,61,19,Democratic,President,,Tom Steyer,1
Richmond,61,19,Democratic,President,,Michael Bennet,1
Richmond,61,19,Democratic,President,,Elizabeth Warren,6
Richmond,61,19,Democratic,President,,Andrew Yang,2
Richmond,61,19,Democratic,President,,Deval Patrick,0
Richmond,61,20,Democratic,President,,Public Counter,96
Richmond,61,20,Democratic,President,,Manually Counted Emergency,0
Richmond,61,20,Democratic,President,,Absentee / Military,43
Richmond,61,20,Democratic,President,,Federal,0
Richmond,61,20,Democratic,President,,Affidavit,0
Richmond,61,20,Democratic,President,,Pete Buttigieg,1
Richmond,61,20,Democratic,President,,Amy Klobuchar,0
Richmond,61,20,Democratic,President,,Joseph R. Biden,96
Richmond,61,20,Democratic,President,,Tulsi Gabbard,1
Richmond,61,20,Democratic,President,,Bernie Sanders,29
Richmond,61,20,Democratic,President,,Michael R. Bloomberg,3
Richmond,61,20,Democratic,President,,Tom Steyer,0
Richmond,61,20,Democratic,President,,Michael Bennet,0
Richmond,61,20,Democratic,President,,Elizabeth Warren,1
Richmond,61,20,Democratic,President,,Andrew Yang,4
Richmond,61,20,Democratic,President,,Deval Patrick,0
Richmond,61,21,Democratic,President,,Public Counter,125
Richmond,61,21,Democratic,President,,Manually Counted Emergency,0
Richmond,61,21,Democratic,President,,Absentee / Military,38
Richmond,61,21,Democratic,President,,Federal,0
Richmond,61,21,Democratic,President,,Affidavit,0
Richmond,61,21,Democratic,President,,Pete Buttigieg,2
Richmond,61,21,Democratic,President,,Amy Klobuchar,1
Richmond,61,21,Democratic,President,,Joseph R. Biden,112
Richmond,61,21,Democratic,President,,Tulsi Gabbard,1
Richmond,61,21,Democratic,President,,Bernie Sanders,32
Richmond,61,21,Democratic,President,,Michael R. Bloomberg,6
Richmond,61,21,Democratic,President,,Tom Steyer,0
Richmond,61,21,Democratic,President,,Michael Bennet,1
Richmond,61,21,Democratic,President,,Elizabeth Warren,4
Richmond,61,21,Democratic,President,,Andrew Yang,2
Richmond,61,21,Democratic,President,,Deval Patrick,1
Richmond,61,22,Democratic,President,,Public Counter,111
Richmond,61,22,Democratic,President,,Manually Counted Emergency,0
Richmond,61,22,Democratic,President,,Absentee / Military,56
Richmond,61,22,Democratic,President,,Federal,0
Richmond,61,22,Democratic,President,,Affidavit,0
Richmond,61,22,Democratic,President,,Pete Buttigieg,2
Richmond,61,22,Democratic,President,,Amy Klobuchar,1
Richmond,61,22,Democratic,President,,Joseph R. Biden,118
Richmond,61,22,Democratic,President,,Tulsi Gabbard,1
Richmond,61,22,Democratic,President,,Bernie Sanders,36
Richmond,61,22,Democratic,President,,Michael R. Bloomberg,0
Richmond,61,22,Democratic,President,,Tom Steyer,0
Richmond,61,22,Democratic,President,,Michael Bennet,1
Richmond,61,22,Democratic,President,,Elizabeth Warren,3
Richmond,61,22,Democratic,President,,Andrew Yang,1
Richmond,61,22,Democratic,President,,Deval Patrick,0
Richmond,61,23,Democratic,President,,Public Counter,83
Richmond,61,23,Democratic,President,,Manually Counted Emergency,0
Richmond,61,23,Democratic,President,,Absentee / Military,39
Richmond,61,23,Democratic,President,,Federal,0
Richmond,61,23,Democratic,President,,Affidavit,0
Richmond,61,23,Democratic,President,,Pete Buttigieg,2
Richmond,61,23,Democratic,President,,Amy Klobuchar,0
Richmond,61,23,Democratic,President,,Joseph R. Biden,91
Richmond,61,23,Democratic,President,,Tulsi Gabbard,0
Richmond,61,23,Democratic,President,,Bernie Sanders,16
Richmond,61,23,Democratic,President,,Michael R. Bloomberg,4
Richmond,61,23,Democratic,President,,Tom Steyer,0
Richmond,61,23,Democratic,President,,Michael Bennet,0
Richmond,61,23,Democratic,President,,Elizabeth Warren,3
Richmond,61,23,Democratic,President,,Andrew Yang,0
Richmond,61,23,Democratic,President,,Deval Patrick,1
Richmond,61,24,Democratic,President,,Public Counter,56
Richmond,61,24,Democratic,President,,Manually Counted Emergency,0
Richmond,61,24,Democratic,President,,Absentee / Military,58
Richmond,61,24,Democratic,President,,Federal,0
Richmond,61,24,Democratic,President,,Affidavit,0
Richmond,61,24,Democratic,President,,Pete Buttigieg,2
Richmond,61,24,Democratic,President,,Amy Klobuchar,2
Richmond,61,24,Democratic,President,,Joseph R. Biden,69
Richmond,61,24,Democratic,President,,Tulsi Gabbard,2
Richmond,61,24,Democratic,President,,Bernie Sanders,24
Richmond,61,24,Democratic,President,,Michael R. Bloomberg,6
Richmond,61,24,Democratic,President,,Tom Steyer,0
Richmond,61,24,Democratic,President,,Michael Bennet,0
Richmond,61,24,Democratic,President,,Elizabeth Warren,3
Richmond,61,24,Democratic,President,,Andrew Yang,3
Richmond,61,24,Democratic,President,,Deval Patrick,0
Richmond,61,25,Democratic,President,,Public Counter,103
Richmond,61,25,Democratic,President,,Manually Counted Emergency,0
Richmond,61,25,Democratic,President,,Absentee / Military,40
Richmond,61,25,Democratic,President,,Federal,0
Richmond,61,25,Democratic,President,,Affidavit,1
Richmond,61,25,Democratic,President,,Pete Buttigieg,3
Richmond,61,25,Democratic,President,,Amy Klobuchar,0
Richmond,61,25,Democratic,President,,Joseph R. Biden,114
Richmond,61,25,Democratic,President,,Tulsi Gabbard,1
Richmond,61,25,Democratic,President,,Bernie Sanders,15
Richmond,61,25,Democratic,President,,Michael R. Bloomberg,1
Richmond,61,25,Democratic,President,,Tom Steyer,1
Richmond,61,25,Democratic,President,,Michael Bennet,1
Richmond,61,25,Democratic,President,,Elizabeth Warren,1
Richmond,61,25,Democratic,President,,Andrew Yang,1
Richmond,61,25,Democratic,President,,Deval Patrick,3
Richmond,61,26,Democratic,President,,Public Counter,85
Richmond,61,26,Democratic,President,,Manually Counted Emergency,0
Richmond,61,26,Democratic,President,,Absentee / Military,49
Richmond,61,26,Democratic,President,,Federal,1
Richmond,61,26,Democratic,President,,Affidavit,1
Richmond,61,26,Democratic,President,,Pete Buttigieg,0
Richmond,61,26,Democratic,President,,Amy Klobuchar,0
Richmond,61,26,Democratic,President,,Joseph R. Biden,108
Richmond,61,26,Democratic,President,,Tulsi Gabbard,0
Richmond,61,26,Democratic,President,,Bernie Sanders,17
Richmond,61,26,Democratic,President,,Michael R. Bloomberg,5
Richmond,61,26,Democratic,President,,Tom Steyer,0
Richmond,61,26,Democratic,President,,Michael Bennet,0
Richmond,61,26,Democratic,President,,Elizabeth Warren,3
Richmond,61,26,Democratic,President,,Andrew Yang,1
Richmond,61,26,Democratic,President,,Deval Patrick,0
Richmond,61,27,Democratic,President,,Public Counter,120
Richmond,61,27,Democratic,President,,Manually Counted Emergency,0
Richmond,61,27,Democratic,President,,Absentee / Military,31
Richmond,61,27,Democratic,President,,Federal,0
Richmond,61,27,Democratic,President,,Affidavit,1
Richmond,61,27,Democratic,President,,Pete Buttigieg,0
Richmond,61,27,Democratic,President,,Amy Klobuchar,1
Richmond,61,27,Democratic,President,,Joseph R. Biden,114
Richmond,61,27,Democratic,President,,Tulsi Gabbard,0
Richmond,61,27,Democratic,President,,Bernie Sanders,24
Richmond,61,27,Democratic,President,,Michael R. Bloomberg,1
Richmond,61,27,Democratic,President,,Tom Steyer,0
Richmond,61,27,Democratic,President,,Michael Bennet,1
Richmond,61,27,Democratic,President,,Elizabeth Warren,4
Richmond,61,27,Democratic,President,,Andrew Yang,2
Richmond,61,27,Democratic,President,,Deval Patrick,0
Richmond,61,28,Democratic,President,,Public Counter,76
Richmond,61,28,Democratic,President,,Manually Counted Emergency,0
Richmond,61,28,Democratic,President,,Absentee / Military,33
Richmond,61,28,Democratic,President,,Federal,0
Richmond,61,28,Democratic,President,,Affidavit,4
Richmond,61,28,Democratic,President,,Pete Buttigieg,0
Richmond,61,28,Democratic,President,,Amy Klobuchar,1
Richmond,61,28,Democratic,President,,Joseph R. Biden,74
Richmond,61,28,Democratic,President,,Tulsi Gabbard,2
Richmond,61,28,Democratic,President,,Bernie Sanders,27
Richmond,61,28,Democratic,President,,Michael R. Bloomberg,1
Richmond,61,28,Democratic,President,,Tom Steyer,1
Richmond,61,28,Democratic,President,,Michael Bennet,0
Richmond,61,28,Democratic,President,,Elizabeth Warren,2
Richmond,61,28,Democratic,President,,Andrew Yang,2
Richmond,61,28,Democratic,President,,Deval Patrick,0
Richmond,61,29,Democratic,President,,Public Counter,68
Richmond,61,29,Democratic,President,,Manually Counted Emergency,0
Richmond,61,29,Democratic,President,,Absentee / Military,46
Richmond,61,29,Democratic,President,,Federal,0
Richmond,61,29,Democratic,President,,Affidavit,3
Richmond,61,29,Democratic,President,,Pete Buttigieg,1
Richmond,61,29,Democratic,President,,Amy Klobuchar,1
Richmond,61,29,Democratic,President,,Joseph R. Biden,90
Richmond,61,29,Democratic,President,,Tulsi Gabbard,1
Richmond,61,29,Democratic,President,,Bernie Sanders,12
Richmond,61,29,Democratic,President,,Michael R. Bloomberg,6
Richmond,61,29,Democratic,President,,Tom Steyer,0
Richmond,61,29,Democratic,President,,Michael Bennet,0
Richmond,61,29,Democratic,President,,Elizabeth Warren,1
Richmond,61,29,Democratic,President,,Andrew Yang,0
Richmond,61,29,Democratic,President,,Deval Patrick,0
Richmond,61,30,Democratic,President,,Public Counter,65
Richmond,61,30,Democratic,President,,Manually Counted Emergency,0
Richmond,61,30,Democratic,President,,Absentee / Military,42
Richmond,61,30,Democratic,President,,Federal,0
Richmond,61,30,Democratic,President,,Affidavit,1
Richmond,61,30,Democratic,President,,Pete Buttigieg,1
Richmond,61,30,Democratic,President,,Amy Klobuchar,0
Richmond,61,30,Democratic,President,,Joseph R. Biden,73
Richmond,61,30,Democratic,President,,Tulsi Gabbard,2
Richmond,61,30,Democratic,President,,Bernie Sanders,22
Richmond,61,30,Democratic,President,,Michael R. Bloomberg,2
Richmond,61,30,Democratic,President,,Tom Steyer,1
Richmond,61,30,Democratic,President,,Michael Bennet,0
Richmond,61,30,Democratic,President,,Elizabeth Warren,2
Richmond,61,30,Democratic,President,,Andrew Yang,3
Richmond,61,30,Democratic,President,,Deval Patrick,1
Richmond,61,31,Democratic,President,,Public Counter,123
Richmond,61,31,Democratic,President,,Manually Counted Emergency,0
Richmond,61,31,Democratic,President,,Absentee / Military,54
Richmond,61,31,Democratic,President,,Federal,0
Richmond,61,31,Democratic,President,,Affidavit,1
Richmond,61,31,Democratic,President,,Pete Buttigieg,2
Richmond,61,31,Democratic,President,,Amy Klobuchar,1
Richmond,61,31,Democratic,President,,Joseph R. Biden,137
Richmond,61,31,Democratic,President,,Tulsi Gabbard,1
Richmond,61,31,Democratic,President,,Bernie Sanders,26
Richmond,61,31,Democratic,President,,Michael R. Bloomberg,2
Richmond,61,31,Democratic,President,,Tom Steyer,0
Richmond,61,31,Democratic,President,,Michael Bennet,0
Richmond,61,31,Democratic,President,,Elizabeth Warren,5
Richmond,61,31,Democratic,President,,Andrew Yang,2
Richmond,61,31,Democratic,President,,Deval Patrick,0
Richmond,61,32,Democratic,President,,Public Counter,109
Richmond,61,32,Democratic,President,,Manually Counted Emergency,0
Richmond,61,32,Democratic,President,,Absentee / Military,52
Richmond,61,32,Democratic,President,,Federal,1
Richmond,61,32,Democratic,President,,Affidavit,0
Richmond,61,32,Democratic,President,,Pete Buttigieg,0
Richmond,61,32,Democratic,President,,Amy Klobuchar,2
Richmond,61,32,Democratic,President,,Joseph R. Biden,129
